Mod:Item:MetaData, Localized Name
actuallyadditions:item_misc:21, 生物质
actuallyadditions:item_misc:22, 生物燃料
actuallyadditions:item_misc:23, 晶化油菜种子
actuallyadditions:item_misc:24, 充能油菜种子
actuallyadditions:item_crate_keeper, 板条箱守护徽章
actuallyadditions:item_color_lens, 斑斓透镜
actuallyadditions:item_explosion_lens, 爆破透镜
actuallyadditions:item_damage_lens, 死亡透镜
actuallyadditions:item_more_damage_lens, 杀手透镜
actuallyadditions:item_disenchanting_lens, 祛魔透镜
actuallyadditions:item_mining_lens, 矿工透镜
actuallyadditions:item_crystal:0, 红石水晶
actuallyadditions:item_crystal:1, 青金石水晶
actuallyadditions:item_crystal:2, 钻石水晶
actuallyadditions:item_crystal:3, 煤晶
actuallyadditions:item_crystal:4, 绿宝石水晶
actuallyadditions:item_crystal:5, 铁晶
actuallyadditions:item_crystal_empowered:0, 充能红石水晶
actuallyadditions:item_crystal_empowered:1, 充能青金石水晶
actuallyadditions:item_crystal_empowered:2, 充能钻石水晶
actuallyadditions:item_crystal_empowered:3, 充能煤晶
actuallyadditions:item_crystal_empowered:4, 充能绿宝石水晶
actuallyadditions:item_crystal_empowered:5, 充能铁晶
actuallyadditions:item_laser_wrench, 中继器扳手
actuallyadditions:item_chest_to_crate_upgrade, 板条箱升级徽章
actuallyadditions:item_small_to_medium_crate_upgrade, 扩容升级徽章（小转中）
actuallyadditions:item_medium_to_large_crate_upgrade, 扩容升级徽章（中转大）
actuallyadditions:item_booklet, 实用拓展手册
actuallyadditions:item_growth_ring:0, 生长指环
actuallyadditions:item_growth_ring:0, 生长指环
actuallyadditions:item_suction_ring:0, 磁力指环
actuallyadditions:item_suction_ring:0, 磁力指环
actuallyadditions:item_water_removal_ring:0, 除液指环
actuallyadditions:item_water_removal_ring:0, 除液指环
actuallyadditions:item_helm_emerald, 绿宝石头盔
actuallyadditions:item_chest_emerald, 绿宝石胸甲
actuallyadditions:item_pants_emerald, 绿宝石护腿
actuallyadditions:item_boots_emerald, 绿宝石靴子
actuallyadditions:item_helm_obsidian, 黑曜石头盔
actuallyadditions:item_chest_obsidian, 黑曜石胸甲
actuallyadditions:item_pants_obsidian, 黑曜石护腿
actuallyadditions:item_boots_obsidian, 黑曜石靴子
actuallyadditions:item_helm_quartz, 焦黑石英头盔
actuallyadditions:item_chest_quartz, 焦黑石英胸甲
actuallyadditions:item_pants_quartz, 焦黑石英护腿
actuallyadditions:item_boots_quartz, 焦黑石英靴子
actuallyadditions:item_tele_staff:0, 传送权杖
actuallyadditions:item_tele_staff:0, 传送权杖
actuallyadditions:item_wings_of_the_bats, 蝙蝠之翼
actuallyadditions:item_drill:0, 手钻
actuallyadditions:item_drill:0, 手钻
actuallyadditions:item_drill:1, 手钻
actuallyadditions:item_drill:1, 手钻
actuallyadditions:item_drill:2, 手钻
actuallyadditions:item_drill:2, 手钻
actuallyadditions:item_drill:3, 手钻
actuallyadditions:item_drill:3, 手钻
actuallyadditions:item_drill:4, 手钻
actuallyadditions:item_drill:4, 手钻
actuallyadditions:item_drill:5, 手钻
actuallyadditions:item_drill:5, 手钻
actuallyadditions:item_drill:6, 手钻
actuallyadditions:item_drill:6, 手钻
actuallyadditions:item_drill:7, 手钻
actuallyadditions:item_drill:7, 手钻
actuallyadditions:item_drill:8, 手钻
actuallyadditions:item_drill:8, 手钻
actuallyadditions:item_drill:9, 手钻
actuallyadditions:item_drill:9, 手钻
actuallyadditions:item_drill:10, 手钻
actuallyadditions:item_drill:10, 手钻
actuallyadditions:item_drill:11, 手钻
actuallyadditions:item_drill:11, 手钻
actuallyadditions:item_drill:12, 手钻
actuallyadditions:item_drill:12, 手钻
actuallyadditions:item_drill:13, 手钻
actuallyadditions:item_drill:13, 手钻
actuallyadditions:item_drill:14, 手钻
actuallyadditions:item_drill:14, 手钻
actuallyadditions:item_drill:15, 手钻
actuallyadditions:item_drill:15, 手钻
actuallyadditions:item_battery:0, 一阶电池
actuallyadditions:item_battery:0, 一阶电池
actuallyadditions:item_battery_double:0, 二阶电池
actuallyadditions:item_battery_double:0, 二阶电池
actuallyadditions:item_battery_triple:0, 三阶电池
actuallyadditions:item_battery_triple:0, 三阶电池
actuallyadditions:item_battery_quadruple:0, 四阶电池
actuallyadditions:item_battery_quadruple:0, 四阶电池
actuallyadditions:item_battery_quintuple:0, 五阶电池
actuallyadditions:item_battery_quintuple:0, 五阶电池
actuallyadditions:item_drill_upgrade_speed, 钻头急迫升级I
actuallyadditions:item_drill_upgrade_speed_ii, 钻头急迫升级II
actuallyadditions:item_drill_upgrade_speed_iii, 钻头急迫升级III
actuallyadditions:item_drill_upgrade_silk_touch, 钻头精准升级
actuallyadditions:item_drill_upgrade_fortune, 钻头时运升级I
actuallyadditions:item_drill_upgrade_fortune_ii, 钻头时运升级II（效果等同时运III）
actuallyadditions:item_drill_upgrade_three_by_three, 钻头范围采掘升级I
actuallyadditions:item_drill_upgrade_five_by_five, 钻头范围采掘升级II
actuallyadditions:item_drill_upgrade_block_placing, 钻头方块放置升级
actuallyadditions:item_fertilizer, 肥料
actuallyadditions:item_coffee, 一杯咖啡
actuallyadditions:item_phantom_connector, 幻灵连接器
actuallyadditions:item_resonant_rice, 谐振稻米
actuallyadditions:item_food:0, 奶酪
actuallyadditions:item_food:1, 南瓜汤
actuallyadditions:item_food:2, 萝卜汁
actuallyadditions:item_food:3, 海鲜炸薯条
actuallyadditions:item_food:4, 大杯炸薯条
actuallyadditions:item_food:5, 炸薯条
actuallyadditions:item_food:6, 意大利面
actuallyadditions:item_food:7, 面条
actuallyadditions:item_food:8, 巧克力蛋糕
actuallyadditions:item_food:9, 巧克力
actuallyadditions:item_food:10, 吐司面包
actuallyadditions:item_food:11, 海鲜三明治
actuallyadditions:item_food:12, 大块曲奇
actuallyadditions:item_food:13, 汉堡包
actuallyadditions:item_food:14, 匹萨
actuallyadditions:item_food:15, 法国长面包
actuallyadditions:item_food:16, 稻米
actuallyadditions:item_food:17, 大米面包
actuallyadditions:item_food:18, 甜甜圈
actuallyadditions:item_food:19, 巧克力吐司面包
actuallyadditions:item_food:20, 培根
actuallyadditions:item_jam:0, CuBaRa果酱
actuallyadditions:item_jam:1, GraKiBa果酱
actuallyadditions:item_jam:2, PlApLe果酱
actuallyadditions:item_jam:3, ChApCi果酱
actuallyadditions:item_jam:4, HoMeKi果酱
actuallyadditions:item_jam:5, PiCo果酱
actuallyadditions:item_jam:6, HoMeCo果酱
actuallyadditions:item_knife, 小刀
actuallyadditions:item_crafter_on_a_stick, 手持工作台
actuallyadditions:item_dust:0, 铁粉
actuallyadditions:item_dust:1, 金粉
actuallyadditions:item_dust:2, 钻石粉
actuallyadditions:item_dust:3, 绿宝石粉
actuallyadditions:item_dust:4, 青金石粉
actuallyadditions:item_dust:5, 石英粉
actuallyadditions:item_dust:6, 煤粉
actuallyadditions:item_dust:7, 焦黑石英粉
actuallyadditions:item_solidified_experience, 固化经验
actuallyadditions:item_leaf_blower, 吹叶器
actuallyadditions:item_leaf_blower_advanced, 高级吹叶器
actuallyadditions:item_potion_ring:0, 药水指环- 速度
actuallyadditions:item_potion_ring:0, 药水指环- 速度
actuallyadditions:item_potion_ring:1, 药水指环- 急迫
actuallyadditions:item_potion_ring:1, 药水指环- 急迫
actuallyadditions:item_potion_ring:2, 药水指环- 力量
actuallyadditions:item_potion_ring:2, 药水指环- 力量
actuallyadditions:item_potion_ring:3, 药水指环- 跳跃提升
actuallyadditions:item_potion_ring:3, 药水指环- 跳跃提升
actuallyadditions:item_potion_ring:4, 药水指环- 生命恢复
actuallyadditions:item_potion_ring:4, 药水指环- 生命恢复
actuallyadditions:item_potion_ring:5, 药水指环- 抗性提升
actuallyadditions:item_potion_ring:5, 药水指环- 抗性提升
actuallyadditions:item_potion_ring:6, 药水指环- 防火
actuallyadditions:item_potion_ring:6, 药水指环- 防火
actuallyadditions:item_potion_ring:7, 药水指环- 水下呼吸
actuallyadditions:item_potion_ring:7, 药水指环- 水下呼吸
actuallyadditions:item_potion_ring:8, 药水指环- 隐身
actuallyadditions:item_potion_ring:8, 药水指环- 隐身
actuallyadditions:item_potion_ring:9, 药水指环- 夜视
actuallyadditions:item_potion_ring:9, 药水指环- 夜视
actuallyadditions:item_potion_ring_advanced:0, 高级药水指环- 速度
actuallyadditions:item_potion_ring_advanced:0, 高级药水指环- 速度
actuallyadditions:item_potion_ring_advanced:1, 高级药水指环- 急迫
actuallyadditions:item_potion_ring_advanced:1, 高级药水指环- 急迫
actuallyadditions:item_potion_ring_advanced:2, 高级药水指环- 力量
actuallyadditions:item_potion_ring_advanced:2, 高级药水指环- 力量
actuallyadditions:item_potion_ring_advanced:3, 高级药水指环- 跳跃提升
actuallyadditions:item_potion_ring_advanced:3, 高级药水指环- 跳跃提升
actuallyadditions:item_potion_ring_advanced:4, 高级药水指环- 生命恢复
actuallyadditions:item_potion_ring_advanced:4, 高级药水指环- 生命恢复
actuallyadditions:item_potion_ring_advanced:5, 高级药水指环- 抗性提升
actuallyadditions:item_potion_ring_advanced:5, 高级药水指环- 抗性提升
actuallyadditions:item_potion_ring_advanced:6, 高级药水指环- 防火
actuallyadditions:item_potion_ring_advanced:6, 高级药水指环- 防火
actuallyadditions:item_potion_ring_advanced:7, 高级药水指环- 水下呼吸
actuallyadditions:item_potion_ring_advanced:7, 高级药水指环- 水下呼吸
actuallyadditions:item_potion_ring_advanced:8, 高级药水指环- 隐身
actuallyadditions:item_potion_ring_advanced:8, 高级药水指环- 隐身
actuallyadditions:item_potion_ring_advanced:9, 高级药水指环- 夜视
actuallyadditions:item_potion_ring_advanced:9, 高级药水指环- 夜视
actuallyadditions:item_hairy_ball, 毛球
actuallyadditions:item_coffee_beans, 咖啡豆
actuallyadditions:item_rice_seed, 水稻种子
actuallyadditions:item_canola_seed, 油菜种子
actuallyadditions:item_flax_seed, 亚麻种子
actuallyadditions:item_coffee_seed, 咖啡种子
actuallyadditions:item_pickaxe_emerald, 绿宝石镐
actuallyadditions:item_axe_emerald, 绿宝石斧
actuallyadditions:item_shovel_emerald, 绿宝石锹
actuallyadditions:item_sword_emerald, 绿宝石剑
actuallyadditions:item_hoe_emerald, 绿宝石锄
actuallyadditions:item_pickaxe_obsidian, 黑曜石镐
actuallyadditions:item_axe_obsidian, 黑曜石斧
actuallyadditions:item_shovel_obsidian, 黑曜石锹
actuallyadditions:item_sword_obsidian, 黑曜石剑
actuallyadditions:item_hoe_obsidian, 黑曜石锄
actuallyadditions:item_pickaxe_quartz, 焦黑石英镐
actuallyadditions:item_axe_quartz, 焦黑石英斧
actuallyadditions:item_shovel_quartz, 焦黑石英锹
actuallyadditions:item_sword_quartz, 焦黑石英剑
actuallyadditions:item_hoe_quartz, 焦黑石英锄
actuallyadditions:wooden_paxel, 木质全能工具
actuallyadditions:stone_paxel, 石质全能工具
actuallyadditions:iron_paxel, 铁质全能工具
actuallyadditions:gold_paxel, 金质全能工具
actuallyadditions:diamond_paxel, 钻石全能工具
actuallyadditions:emerald_paxel, 绿宝石全能工具
actuallyadditions:obsidian_paxel, 黑曜石全能工具
actuallyadditions:quartz_paxel, 焦黑石英全能工具
actuallyadditions:item_pickaxe_crystal_red, 红石水晶镐
actuallyadditions:item_axe_crystal_red, 红石水晶斧
actuallyadditions:item_shovel_crystal_red, 红石水晶锹
actuallyadditions:item_sword_crystal_red, 红石水晶剑
actuallyadditions:item_hoe_crystal_red, 红石水晶锄
actuallyadditions:item_helm_crystal_red, 红石水晶头盔
actuallyadditions:item_chest_crystal_red, 红石水晶胸甲
actuallyadditions:item_pants_crystal_red, 红石水晶护腿
actuallyadditions:item_boots_crystal_red, 红石水晶靴子
actuallyadditions:item_paxel_crystal_red, 红石水晶全能工具
actuallyadditions:item_pickaxe_crystal_blue, 青金石水晶镐
actuallyadditions:item_axe_crystal_blue, 青金石水晶斧
actuallyadditions:item_shovel_crystal_blue, 青金石水晶锹
actuallyadditions:item_sword_crystal_blue, 青金石水晶剑
actuallyadditions:item_hoe_crystal_blue, 青金石水晶锄
actuallyadditions:item_helm_crystal_blue, 青金石水晶头盔
actuallyadditions:item_chest_crystal_blue, 青金石水晶胸甲
actuallyadditions:item_pants_crystal_blue, 青金石水晶护腿
actuallyadditions:item_boots_crystal_blue, 青金石水晶靴子
actuallyadditions:item_paxel_crystal_blue, 青金石水晶全能工具
actuallyadditions:item_pickaxe_crystal_light_blue, 钻石水晶镐
actuallyadditions:item_axe_crystal_light_blue, 钻石水晶斧
actuallyadditions:item_shovel_crystal_light_blue, 钻石水晶锹
actuallyadditions:item_sword_crystal_light_blue, 钻石水晶剑
actuallyadditions:item_hoe_crystal_light_blue, 钻石水晶锄
actuallyadditions:item_helm_crystal_light_blue, 钻石水晶头盔
actuallyadditions:item_chest_crystal_light_blue, 钻石水晶胸甲
actuallyadditions:item_pants_crystal_light_blue, 钻石水晶护腿
actuallyadditions:item_boots_crystal_light_blue, 钻石水晶靴子
actuallyadditions:item_paxel_crystal_light_blue, 钻石水晶全能工具
actuallyadditions:item_pickaxe_crystal_black, 煤晶镐
actuallyadditions:item_axe_crystal_black, 煤晶斧
actuallyadditions:item_shovel_crystal_black, 煤晶锹
actuallyadditions:item_sword_crystal_black, 煤晶剑
actuallyadditions:item_hoe_crystal_black, 煤晶锄
actuallyadditions:item_helm_crystal_black, 煤晶头盔
actuallyadditions:item_chest_crystal_black, 煤晶胸甲
actuallyadditions:item_pants_crystal_black, 煤晶护腿
actuallyadditions:item_boots_crystal_black, 煤晶靴子
actuallyadditions:item_paxel_crystal_black, 煤晶全能工具
actuallyadditions:item_pickaxe_crystal_green, 绿宝石水晶镐
actuallyadditions:item_axe_crystal_green, 绿宝石水晶斧
actuallyadditions:item_shovel_crystal_green, 绿宝石水晶锹
actuallyadditions:item_sword_crystal_green, 绿宝石水晶剑
actuallyadditions:item_hoe_crystal_green, 绿宝石水晶锄
actuallyadditions:item_helm_crystal_green, 绿宝石水晶头盔
actuallyadditions:item_chest_crystal_green, 绿宝石水晶胸甲
actuallyadditions:item_pants_crystal_green, 绿宝石水晶护腿
actuallyadditions:item_boots_crystal_green, 绿宝石水晶靴子
actuallyadditions:item_paxel_crystal_green, 绿宝石水晶全能工具
actuallyadditions:item_pickaxe_crystal_white, 铁晶镐
actuallyadditions:item_axe_crystal_white, 铁晶斧
actuallyadditions:item_shovel_crystal_white, 铁晶锹
actuallyadditions:item_sword_crystal_white, 铁晶剑
actuallyadditions:item_hoe_crystal_white, 铁晶锄
actuallyadditions:item_helm_crystal_white, 铁晶头盔
actuallyadditions:item_chest_crystal_white, 铁晶胸甲
actuallyadditions:item_pants_crystal_white, 铁晶护腿
actuallyadditions:item_boots_crystal_white, 铁晶靴子
actuallyadditions:item_paxel_crystal_white, 铁晶全能工具
mysticalmechanics:axle_iron, 铁质轴
mysticalmechanics:gearbox_frame, 变速齿轮箱框架
mysticalmechanics:mergebox_frame, 合力齿轮箱
mysticalmechanics:creative_mech_source, 创造模式机械能发生器
mysticalmechanics:gear_iron, 铁齿轮
mysticalmechanics:gear_gold, 金齿轮
mysticalmechanics:gear_gold_on, 红石齿轮 (反向)
mysticalmechanics:gear_gold_off, 红石齿轮
mysticalmechanics:gear_fan, 铁风扇
embers:block_caminite_brick_slab, 方镁矾台阶
embers:ashen_stone_slab, 灰石台阶
embers:ashen_brick_slab, 灰石砖台阶
embers:ashen_tile_slab, 灰石瓷砖台阶
embers:ingot_copper, 铜锭
embers:ingot_lead, 铅锭
embers:ingot_silver, 银锭
embers:ingot_dawnstone, 黎明石锭
embers:nugget_copper, 铜粒
embers:nugget_lead, 铅粒
embers:nugget_silver, 银粒
embers:nugget_dawnstone, 黎明石粒
embers:plate_copper, 铜板
embers:plate_lead, 铅板
embers:plate_silver, 银板
embers:plate_dawnstone, 黎明石板
embers:plate_iron, 铁板
embers:plate_gold, 金板
embers:brick_caminite, 方镁矾砖
embers:blend_caminite, 方镁矾混合物
embers:plate_caminite, 方镁矾板
embers:plate_caminite_raw, 生方镁矾板
embers:tinker_hammer, 铁匠锤
embers:stamp_bar, 锭模具
embers:stamp_flat, 平模具
embers:stamp_plate, 板模具
embers:stamp_gear, 齿轮模具
embers:stamp_bar_raw, 未烧制的锭模具
embers:stamp_flat_raw, 未烧制的平模具
embers:stamp_plate_raw, 未烧制的板模具
embers:stamp_gear_raw, 未烧制的齿轮模具
embers:ember_detector, 大气能量测量表
embers:dust_ember, 灰烬沙砾
embers:shard_ember, 灰烬晶体碎片
embers:crystal_ember, 灰烬晶体
embers:pickaxe_copper, 铜镐
embers:axe_copper, 铜斧
embers:shovel_copper, 铜锹
embers:hoe_copper, 铜锄
embers:sword_copper, 铜剑
embers:pickaxe_silver, 银镐
embers:axe_silver, 银斧
embers:shovel_silver, 银锹
embers:hoe_silver, 银锄
embers:sword_silver, 银剑
embers:pickaxe_lead, 铅镐
embers:axe_lead, 铅斧
embers:shovel_lead, 铅锹
embers:hoe_lead, 铅锄
embers:sword_lead, 铅剑
embers:pickaxe_dawnstone, 黎明石镐
embers:axe_dawnstone, 黎明石斧
embers:shovel_dawnstone, 黎明石锹
embers:hoe_dawnstone, 黎明石锄
embers:sword_dawnstone, 黎明石剑
embers:ember_jar:0, 地幔小型能量罐
embers:ember_jar:0, 地幔小型能量罐
embers:ember_cartridge:0, 地幔大型能量筒
embers:ember_cartridge:0, 地幔大型能量筒
embers:ignition_cannon, 灼热射线枪
embers:staff_ember, 焚毁之杖
embers:axe_clockwork, 发条战斧
embers:pickaxe_clockwork, 发条镐
embers:grandhammer, 灰烬大锤
embers:dust_ash, 灰烬
embers:aspectus_iron, 铁之元素象征
embers:aspectus_copper, 铜之元素象征
embers:aspectus_lead, 铅之元素象征
embers:aspectus_silver, 银之元素象征
embers:aspectus_dawnstone, 黎明石之元素象征
embers:alchemic_waste, 炼金失败物
embers:ashen_cloak_head, 灰烬护目镜
embers:ashen_cloak_chest, 灰烬斗篷
embers:ashen_cloak_legs, 灰烬绑腿
embers:ashen_cloak_boots, 灰烬长筒靴
embers:inflictor_gem, 惩罚者宝石
embers:glimmer_shard, 微光水晶
embers:glimmer_lamp, 微光水晶灯
embers:ashen_cloth, 灰烬布匹
embers:archaic_brick, 古代砖块
embers:ancient_motive_core, 太古动力核心
embers:isolated_materia, 万用修复要素
embers:tyrfing, 提尔锋
embers:adhesive, 胶粘剂
embers:ember_cluster, 灰烬水晶簇
embers:wildfire_core, 野火核心
embers:codex, 古代法典
embers:superheater, 热炙器
embers:jet_augment, 煤渣喷气机
embers:blasting_core, 爆破核心
embers:caster_orb, 法师法球
embers:resonating_bell, 共鸣之铃
embers:flame_barrier, 烈焰屏障
embers:eldritch_insignia, 恐怖徽章
embers:intelligent_apparatus, 智械机关
embers:archaic_circuit, 太古电路
embers:dust_metallurgic, 冶金粉尘
embers:diffraction_barrel, 散射枪管
embers:focal_lens, 聚焦镜片
embers:tinker_lens, 工匠单片眼镜
embers:anti_tinker_lens, 烟熏的工匠单片眼镜
embers:shifting_scales, 蠕动鳞片
embers:winding_gears, 发条齿轮
embers:spark_plug, 火花塞
embers:golems_eye, 太古之眼
embers:ingot_aluminum, 铝锭
embers:plate_aluminum, 铝板
embers:nugget_aluminum, 铝粒
embers:pickaxe_aluminum, 铝镐
embers:axe_aluminum, 铝斧
embers:shovel_aluminum, 铝锹
embers:sword_aluminum, 铝剑
embers:hoe_aluminum, 铝锄
embers:ingot_bronze, 青铜锭
embers:plate_bronze, 青铜板
embers:nugget_bronze, 青铜粒
embers:pickaxe_bronze, 青铜镐
embers:axe_bronze, 青铜斧
embers:shovel_bronze, 青铜锹
embers:sword_bronze, 青铜剑
embers:hoe_bronze, 青铜锄
embers:ingot_electrum, 琥珀金锭
embers:plate_electrum, 琥珀金板
embers:nugget_electrum, 琥珀金粒
embers:pickaxe_electrum, 琥珀金镐
embers:axe_electrum, 琥珀金斧
embers:shovel_electrum, 琥珀金锹
embers:sword_electrum, 琥珀金剑
embers:hoe_electrum, 琥珀金锄
embers:ingot_nickel, 镍锭
embers:plate_nickel, 镍板
embers:nugget_nickel, 镍粒
embers:pickaxe_nickel, 镍镐
embers:axe_nickel, 镍斧
embers:shovel_nickel, 镍锹
embers:sword_nickel, 镍剑
embers:hoe_nickel, 镍锄
embers:ingot_tin, 锡锭
embers:plate_tin, 锡板
embers:nugget_tin, 锡粒
embers:pickaxe_tin, 锡镐
embers:axe_tin, 锡斧
embers:shovel_tin, 锡锹
embers:sword_tin, 锡剑
embers:hoe_tin, 锡锄
embers:ember_ring, 余烬之戒
embers:ember_belt, 余烬腰带
embers:ember_amulet, 余烬护身符
embers:ember_bulb:0, 地幔能量灯泡
embers:ember_bulb:0, 地幔能量灯泡
embers:dawnstone_mail, 黎明石甲胄
embers:ashen_amulet, 灰烬护身符
embers:nonbeliever_amulet, 邪教徒护身符
embers:explosion_charm, 炸裂吊坠
embers:gear_dawnstone, 黎明石齿轮
embers:block_copper, 铜块
embers:block_lead, 铅块
embers:block_silver, 银块
embers:block_dawnstone, 黎明石块
embers:ore_copper, 铜矿石
embers:ore_lead, 铅矿石
embers:ore_silver, 银矿石
embers:block_caminite_brick, 方镁矾砖块
embers:block_caminite_brick_slab_double, 方镁矾双层台阶
embers:stairs_caminite_brick, 方镁矾砖楼梯
embers:wall_caminite_brick, 方镁矾砖墙
embers:block_tank, 流体储罐
embers:pipe, 流体管道
embers:pump, 流体泵
embers:block_furnace, 熔炼炉
embers:ember_receiver, 灰烬能量接收器
embers:ember_emitter, 灰烬能量发射器
embers:copper_cell:0, 铜质灰烬能量单元
embers:copper_cell:0, 铜质灰烬能量单元
embers:item_pipe, 物品管道
embers:item_pump, 物品提取泵管道
embers:bin, 储物仓
embers:stamper, 压印锤
embers:stamper_base, 压印基座
embers:ember_bore, 灰烬晶体开采机
embers:mech_accessor, 机械核心连接器
embers:mech_core, 机械核心
embers:ember_activator, 灰烬能量催化器
embers:stone_edge, 方镁矾圈墙
embers:mixer, 混合离心器
embers:heat_coil, 线圈炉
embers:item_dropper, 物品投掷口
embers:fluid_dropper, 流体倾出口
embers:large_tank, 蓄水池
embers:ember_gauge, 灰烬能量计量表
embers:fluid_gauge, 流体计量表
embers:block_lantern, 灰烬灯笼
embers:beam_splitter, 灰烬能量分束器
embers:ember_relay, 灰烬能量中继器
embers:crystal_cell, 晶胞灰烬能量单元
embers:charger, 铜质灰烬能量充能器
embers:ashen_stone, 灰石
embers:ashen_stone_slab_double, 灰石双层台阶
embers:stairs_ashen_stone, 灰石楼梯
embers:wall_ashen_stone, 灰石墙
embers:ashen_brick, 灰石砖
embers:ashen_brick_slab_double, 灰石砖双层台阶
embers:stairs_ashen_brick, 灰石砖楼梯
embers:wall_ashen_brick, 灰石砖墙
embers:ashen_tile, 灰石瓷砖
embers:ashen_tile_slab_double, 灰石瓷砖双层台阶
embers:stairs_ashen_tile, 灰石瓷砖楼梯
embers:wall_ashen_tile, 灰石瓷砖墙
embers:cinder_plinth, 灰烬炉
embers:alchemy_pedestal, 炼金术基座
embers:alchemy_tablet, 炼金台
embers:item_transfer, 物品传输过滤器
embers:beam_cannon, 光束炮
embers:archaic_bricks, 古代砖
embers:archaic_edge, 古代镶边砖
embers:archaic_tile, 古代瓦块
embers:archaic_light, 古代灯笼
embers:dawnstone_anvil, 黎明石砧
embers:auto_hammer, 自动锤
embers:ore_quartz, 石英矿
embers:sealed_planks, 密封板
embers:wrapped_sealed_planks, 加固密封板
embers:vacuum, 虚空吸取器
embers:breaker, 自动方块破坏器
embers:ember_injector, 灰烬能量灌注器
embers:boiler, 高压能量激发器
embers:reactor, 高温催化反应器
embers:combustor, 燃烧室
embers:catalyzer, 催化室
embers:field_chart, 能量波峰地形显示器
embers:ember_pulser, 灰烬能量喷发器
embers:inferno_forge, 炼狱锻造炉
embers:caminite_lever, 方镁矾拉杆
embers:creative_ember_source, 创造模式无限灰烬能量源
embers:mechanical_pump, 机械泵
embers:catalytic_plug, 催化剂插头
embers:ember_funnel, 灰烬能量漏斗
embers:mini_boiler, 微型锅炉
embers:reaction_chamber, 反应锅炉
embers:fluid_transfer, 流体传输过滤器
embers:ember_siphon, 灰烬能量虹吸器
embers:stirling, 野火斯特林
embers:clockwork_attenuator, 发条阻尼器
embers:seed_iron, 铁质结晶之种
embers:seed_gold, 金质结晶之种
embers:seed_copper, 铜质结晶之种
embers:seed_silver, 银质结晶之种
embers:seed_lead, 铅质结晶之种
embers:seed_dawnstone, 黎明石质结晶之种
embers:stone_valve, 方镁矾阀门圈墙
embers:geo_separator, 地质分离器
embers:item_request, 物品请求器
embers:ember_pipe, 不稳定灰烬能量导管
embers:turret, tile.turret.name
embers:block_aluminum, 铝块
embers:ore_aluminum, 铝矿石
embers:seed_aluminum, 铝质结晶之种
embers:block_bronze, 青铜块
embers:block_electrum, 琥珀金块
embers:block_nickel, 镍块
embers:ore_nickel, 镍矿石
embers:seed_nickel, 镍质结晶之种
embers:block_tin, 锡块
embers:ore_tin, 锡矿石
embers:seed_tin, 锡质结晶之种
embers:explosion_pedestal, 炸裂吊坠基座
embers:steam_engine, 蒸汽机
embers:mech_actuator, 机械驱动器
embers:mech_actuator_single, 机械驱动器
botania_tweaks:compressed_tiny_potato_1, 微型土豆
botania_tweaks:compressed_tiny_potato_2, 小型土豆
botania_tweaks:compressed_tiny_potato_3, 中型土豆
botania_tweaks:compressed_tiny_potato_4, 巨型土豆
botania_tweaks:compressed_tiny_potato_5, 超级巨大土豆
botania_tweaks:compressed_tiny_potato_6, 更加超级巨大土豆
botania_tweaks:compressed_tiny_potato_7, 非常超级巨大土豆
botania_tweaks:compressed_tiny_potato_8, 极限超级巨大土豆
botania_tweaks:potted_tiny_potato, 小 土-豆（花盆pot-日均产量tato？）
botania_tweaks:dire_crafty_crate, 极限机巧箱
botania_tweaks:basic_extended_crafty_crate, 扩展机巧箱[基础]
botania_tweaks:advanced_extended_crafty_crate, 扩展机巧箱[进阶]
botania_tweaks:elite_extended_crafty_crate, 扩展机巧箱[精英]
botania_tweaks:ultimate_extended_crafty_crate, 扩展机巧箱[终极]
theoneprobe:probe, T.O.P.检测器
theoneprobe:creativeprobe, 创造模式检测器
theoneprobe:probenote, The One Probe 阅读指南
theoneprobe:diamond_helmet_probe:0, 带检测器的钻石头盔
theoneprobe:gold_helmet_probe:0, 带检测器的金头盔
theoneprobe:iron_helmet_probe:0, 带检测器的铁头盔
theoneprobe:probe_goggles, 检测器（饰品）
aether_legacy:aether_grass, 空叶草方块
aether_legacy:enchanted_aether_grass, 神沃空叶草方块
aether_legacy:aether_dirt, 天壤
aether_legacy:holystone, 圣石
aether_legacy:mossy_holystone, 圣苔石
aether_legacy:holystone_brick, 圣石砖
aether_legacy:aercloud:0, 寒风境云
aether_legacy:aercloud:1, 天蓝境云
aether_legacy:aercloud:2, 金黄境云
aether_legacy:aercloud:3, 粉红境云
aether_legacy:quicksoil, 速沙
aether_legacy:icestone, 冰石
aether_legacy:ambrosium_ore, 神能晶矿石
aether_legacy:zanite_ore, 紫晶矿石
aether_legacy:gravitite_ore, 重力矿石
aether_legacy:aether_leaves:0, 绿天根树叶
aether_legacy:aether_leaves:1, 金琥珀树叶
aether_legacy:aether_log:0, 天根原木
aether_legacy:aether_log:1, 金琥珀原木
aether_legacy:skyroot_plank, 天根木板
aether_legacy:quicksoil_glass, 速沙玻璃
aether_legacy:aerogel, 气凝胶
aether_legacy:enchanted_gravitite, 神淬重力晶矿
aether_legacy:zanite_block, 紫晶块
aether_legacy:berry_bush, 蓝莓灌木丛
aether_legacy:berry_bush_stem, 蓝莓灌木
aether_legacy:enchanter, Altar
aether_legacy:freezer, 冰冻器
aether_legacy:incubator, 孵化器
aether_legacy:dungeon_block:0, 雕纹石
